#{"t_start": 1761576844.9446628, "env_id": "None"}
r,l,t
-405.0,96,129.224568
-405.0,96,129.284986
-414.0,87,129.340597
-405.0,96,129.401073
-405.0,96,129.467233
-405.0,96,129.529878
-405.0,96,129.588148
-405.0,96,129.648836
-405.0,96,130.381749
-470.0,31,130.401302
-405.0,96,130.467206
-409.0,92,130.527601
-405.0,96,130.593615
-470.0,31,130.613948
-406.0,95,130.669905
-405.0,96,130.726481
-405.0,96,130.782568
-405.0,96,130.838652
-407.0,94,130.89586
-405.0,96,130.953263
-470.0,31,130.970845
-405.0,96,131.597172
-405.0,96,131.660199
-405.0,96,131.717951
-405.0,96,131.777119
-406.0,95,131.82901
-405.0,96,131.881587
-405.0,96,131.93447
-405.0,96,131.986049
-405.0,96,132.03712
-405.0,96,132.09168
-405.0,96,132.820464
-408.0,93,132.878431
-411.0,90,132.934641
-405.0,96,132.990256
-405.0,96,133.0457
-470.0,31,133.064509
-409.0,92,133.116681
-405.0,96,133.173207
-405.0,96,133.243677
-405.0,96,133.297536
-406.0,95,133.350972
-405.0,96,133.402258
-405.0,96,133.983559
-405.0,96,134.032538
-405.0,96,134.083722
-405.0,96,134.135674
-405.0,96,134.188752
-405.0,96,134.258859
-405.0,96,134.317442
-405.0,96,134.377367
-405.0,96,134.467432
-412.0,89,134.536876
-410.0,91,134.601106
-405.0,96,135.351451
-405.0,96,135.410695
-405.0,96,135.467489
-405.0,96,135.525146
-405.0,96,135.581329
-405.0,96,135.633352
-405.0,96,135.686484
-405.0,96,135.740433
-405.0,96,135.793738
-405.0,96,135.846229
-405.0,96,136.42442
-405.0,96,136.477428
-405.0,96,136.529704
-405.0,96,136.587403
-405.0,96,136.64134
-405.0,96,136.722082
-410.0,91,136.790473
-405.0,96,136.85217
-405.0,96,136.924342
-405.0,96,136.992305
-405.0,96,137.067868
-405.0,96,137.750648
-408.0,93,137.814907
-405.0,96,137.878152
-405.0,96,137.939755
-405.0,96,137.995025
-405.0,96,138.052401
-405.0,96,138.114377
-470.0,31,138.13347
-405.0,96,138.193955
-405.0,96,138.252797
-405.0,96,138.310692
-405.0,96,138.892773
-405.0,96,138.948659
-405.0,96,138.996674
-405.0,96,139.049479
-405.0,96,139.123343
-405.0,96,139.191727
-405.0,96,139.28065
-405.0,96,139.653871
-405.0,96,139.7258
-405.0,96,139.792299
-408.0,93,139.854594
