#{"t_start": 1761574451.0741138, "env_id": "None"}
r,l,t
-96.8,33,27.985183
-96.7,34,28.048383
-96.7,34,28.10042
-96.3,38,28.173212
-96.7,34,28.227073
-96.2,39,28.29884
-96.7,34,28.365712
-96.7,34,28.427386
-96.9,32,28.482346
-96.7,34,28.543183
-96.8,33,28.598496
-95.8,43,28.674221
-96.3,38,28.735462
-96.7,34,28.795771
-96.7,34,28.859582
-96.7,34,28.916864
-96.3,38,28.980309
-96.8,33,29.039243
-97.0,31,29.098342
-96.5,36,29.169101
-96.9,32,29.239438
-96.9,32,29.305682
-96.8,33,29.366316
-96.5,36,29.434256
-96.7,34,29.507917
-96.6,35,29.575396
-96.6,35,29.634427
-96.9,32,29.694988
-96.7,34,29.76669
-96.6,35,29.830504
-96.7,34,29.885694
-96.8,33,29.941325
-96.7,34,30.003031
-96.4,37,30.064812
-96.5,36,30.130285
-96.8,33,30.182974
-96.4,37,30.252948
-96.7,34,30.309292
-96.3,38,30.378321
-96.8,33,30.436167
-96.7,34,30.493689
-96.5,36,30.555203
-96.6,35,30.61868
-96.6,35,30.680268
-96.8,33,30.735322
-96.8,33,30.793258
-96.1,40,30.865349
-96.4,37,30.932068
-96.3,38,30.996241
-96.8,33,31.051912
-96.2,39,31.123502
-96.9,32,31.175524
-96.6,35,31.233922
-96.6,35,31.298627
-96.1,40,31.373272
-96.6,35,31.430483
-96.8,33,31.513478
-96.6,35,31.583258
-96.9,32,31.64501
-96.9,32,31.700822
-96.8,33,31.762668
-96.7,34,31.823079
-96.9,32,31.881638
-96.9,32,31.943144
-96.9,32,31.995914
-96.4,37,32.066184
-96.9,32,32.124454
-96.5,36,32.189842
-96.3,38,32.254161
-96.5,36,32.314653
-96.7,34,32.369732
-96.9,32,32.426325
-96.3,38,32.49624
-96.7,34,32.553413
-96.6,35,32.620567
-96.7,34,32.69061
-95.9,42,32.765832
-95.2,49,32.851193
-96.7,34,32.9154
-96.4,37,32.984061
-96.3,38,33.067212
-96.5,36,33.138356
-96.7,34,33.193224
-96.3,38,33.263711
-96.9,32,33.319819
-96.4,37,33.382858
-96.7,34,33.435178
-96.8,33,33.495535
-96.7,34,33.559499
-96.7,34,33.624489
-96.7,34,33.683383
-96.7,34,33.74822
-96.7,34,33.816343
-96.4,37,33.890912
-96.4,37,33.963811
-96.5,36,34.031865
-96.9,32,34.087605
-96.8,33,34.192802
-96.8,33,34.246129
-96.8,33,34.301889
-96.9,32,34.363227
-96.9,32,34.421282
-96.6,35,34.649826
-96.5,36,34.708552
-96.4,37,34.775048
-96.8,33,34.834388
-96.6,35,34.89742
-96.1,40,34.965428
-96.8,33,35.025792
-96.7,34,35.076742
-96.7,34,35.13675
-96.1,40,35.205691
-96.9,32,35.259875
-96.7,34,35.3169
-96.8,33,35.378228
-96.5,36,35.44133
-96.8,33,35.504686
-96.3,38,35.570163
-96.7,34,35.639276
-96.8,33,35.695901
-96.1,40,35.767295
-96.3,38,35.835261
-96.8,33,35.900962
-96.7,34,35.957418
-96.6,35,36.070512
-96.9,32,36.158479
-96.8,33,36.245687
-96.7,34,36.318725
-96.3,38,36.397264
-96.7,34,36.520895
-96.5,36,36.586869
-96.8,33,36.658092
-96.7,34,36.724705
-96.8,33,36.790037
-96.8,33,36.848416
-96.4,37,36.914281
-96.4,37,36.976853
-96.5,36,37.042571
-96.7,34,37.103746
-96.9,32,37.161097
-96.7,34,37.217957
-96.5,36,37.279911
-96.8,33,37.385911
-96.8,33,37.445301
-96.8,33,37.509956
-96.8,33,37.565519
-96.7,34,37.628122
-96.9,32,37.686691
-96.4,37,37.752777
-96.9,32,37.814761
-96.4,37,37.88143
-95.8,43,37.963508
-96.5,36,38.028095
-96.6,35,38.098994
-96.5,36,38.176999
-96.6,35,38.243448
-96.6,35,38.309712
-96.8,33,38.383204
-95.2,49,38.493188
-96.5,36,38.570671
-96.6,35,38.641396
-96.6,35,38.704227
-96.1,40,38.779631
-96.6,35,38.845081
-96.7,34,38.916902
-96.3,38,38.986725
-96.4,37,39.060202
-96.6,35,39.124613
-96.8,33,39.179731
-95.7,44,39.263912
-95.8,43,39.346296
-96.2,39,39.455325
-95.4,47,39.549832
-96.7,34,39.610623
-96.8,33,39.669698
-95.3,48,39.764221
-96.5,36,39.832775
-96.9,32,39.893642
-96.1,40,39.969885
-96.7,34,40.034195
-96.0,41,40.105252
-96.2,39,40.177633
-96.8,33,40.235364
-96.6,35,40.300996
-96.4,37,40.376446
-96.6,35,40.448633
-96.1,40,40.546173
-96.7,34,40.623284
-96.4,37,40.700439
-96.7,34,40.77563
-96.7,34,40.850354
-96.7,34,40.913383
-96.7,34,40.980373
-96.9,32,41.041435
-96.6,35,41.10162
-95.8,43,41.186007
-96.7,34,41.251839
-96.4,37,41.321038
-96.0,41,41.401019
-95.8,43,41.486937
-96.6,35,41.557051
-95.8,43,41.635618
-96.9,32,41.699689
-96.8,33,41.768563
-96.8,33,41.83107
-96.3,38,41.902455
-96.1,40,41.986661
-96.7,34,42.051994
-96.8,33,42.116154
-96.8,33,42.175925
-95.9,42,42.261914
-96.3,38,42.330997
-95.8,43,42.412705
-96.5,36,42.48024
-96.5,36,42.549794
-96.7,34,42.618014
-96.4,37,42.691034
-94.8,53,42.785616
-96.6,35,42.861333
-96.6,35,42.928672
-95.8,43,43.016575
-95.4,47,43.150792
-96.7,34,43.233328
-96.2,39,43.319645
-96.7,34,43.399028
-96.5,36,43.522055
-96.0,41,43.596951
-96.3,38,43.670289
-96.7,34,43.731391
-96.3,38,43.807963
-96.3,38,43.880759
-95.6,45,43.964572
-95.8,43,44.052818
-96.7,34,44.133385
-94.7,54,44.230228
-96.5,36,44.298143
-96.7,34,44.364329
-95.7,44,44.452009
-96.3,38,44.52444
-96.5,36,44.594825
-94.1,60,44.709987
-95.4,47,44.796572
-96.8,33,44.859123
-96.7,34,44.927233
-96.5,36,44.996972
-96.7,34,45.056363
-96.1,40,45.134971
-95.8,43,45.21155
-96.2,39,45.293082
-96.7,34,45.363859
-96.6,35,45.434617
-93.4,67,45.572266
-96.7,34,45.627268
-96.0,41,45.707364
-96.6,35,45.767259
-95.1,50,45.865582
-95.6,45,45.95121
-96.6,35,46.018712
-96.5,36,46.085354
-95.5,46,46.16674
-95.2,49,46.258385
-96.1,40,46.331681
-96.7,34,46.392577
-96.9,32,46.452425
-95.1,50,46.540784
-96.6,35,46.607596
-96.4,37,46.673214
-95.5,46,46.769517
-95.8,43,46.899242
-96.6,35,46.964081
-96.9,32,47.02911
-96.8,33,47.095386
-96.7,34,47.155262
-96.3,38,47.231245
-96.2,39,47.299107
-95.8,43,47.378064
-96.7,34,47.443701
-96.1,40,47.520182
-95.8,43,47.610169
-96.2,39,47.694314
-96.6,35,47.76275
-96.3,38,47.833161
-96.8,33,47.899348
-96.6,35,47.960915
-95.1,50,48.065019
-96.4,37,48.132719
-96.0,41,48.205679
-96.3,38,48.275326
-96.5,36,48.335758
-96.6,35,48.4011
-96.9,32,48.460746
-95.7,44,48.540101
-95.1,50,48.632459
-96.1,40,48.748342
-95.2,49,48.844415
-96.0,41,48.928433
-95.2,49,49.032097
-96.8,33,49.092289
-96.8,33,49.1546
-96.5,36,49.227395
-95.9,42,49.30702
-96.6,35,49.367881
-96.2,39,49.436352
-96.2,39,49.515561
-96.0,41,49.596037
-94.5,56,49.70137
-93.5,66,49.842132
-95.8,43,49.932849
-96.0,41,50.019818
-94.6,55,50.133747
-95.2,49,50.224588
-96.3,38,50.288651
-96.8,33,50.352526
-96.1,40,50.42872
-96.3,38,50.500644
-96.1,40,50.580464
-94.3,58,50.730736
-92.3,78,50.932256
-93.9,62,51.062937
-96.5,36,51.161599
-96.7,34,51.232491
-94.5,56,51.344888
-94.7,54,51.460465
-94.7,54,51.560652
-96.8,33,51.621512
-95.6,45,51.717488
-96.5,36,51.786517
-94.2,59,51.901876
-95.8,43,51.980633
-95.5,46,52.078153
-93.9,62,52.205706
-95.3,48,52.3162
-96.4,37,52.387677
-96.3,38,52.462637
-96.3,38,52.531947
-92.6,75,52.687567
-96.1,40,52.768533
-96.6,35,52.833021
-96.7,34,52.891782
-96.4,37,52.963192
-96.8,33,53.026732
-96.3,38,53.149842
-92.7,74,53.296475
-96.1,40,53.370213
-96.0,41,53.444874
-96.2,39,53.517072
-93.1,70,53.65339
-93.9,62,53.780319
-95.8,43,53.904258
-96.4,37,53.978938
-96.5,36,54.052982
-96.6,35,54.132027
-96.1,40,54.210417
-93.2,69,54.344375
-96.5,36,54.414046
-94.5,56,54.763579
-93.6,65,54.879932
-95.9,42,54.968275
-95.4,47,55.054031
-96.0,41,55.140857
-90.7,94,55.318099
-96.7,34,55.386484
-92.4,77,55.534534
-95.7,44,55.615604
-94.7,54,55.713416
-95.2,49,55.804823
-95.8,43,55.88112
-95.7,44,55.966253
-96.0,41,56.093978
-95.6,45,56.193415
-96.7,34,56.25861
-94.4,57,56.39802
-95.0,51,56.498427
-94.0,61,56.644563
-96.6,35,56.716424
-93.5,66,56.871675
-96.6,35,56.943513
-94.7,54,57.044913
-96.5,36,57.118494
-94.4,57,57.278802
-93.6,65,57.411788
-96.0,41,57.494851
-90.5,96,57.686939
-94.4,57,57.801497
-92.8,73,57.974923
-95.2,49,58.105407
-96.5,36,58.210088
-94.7,54,58.332953
-94.7,54,58.438728
-96.5,36,58.506758
-95.6,45,58.597695
-92.4,77,58.752474
-96.2,39,58.825115
-96.3,38,58.904688
-93.1,70,59.063631
-96.5,36,59.153585
-90.5,96,59.332113
-95.9,42,59.409479
-90.4,97,59.600304
-95.8,43,59.679157
-92.1,80,59.833199
-92.0,81,59.989714
-94.5,56,60.102189
-95.5,46,60.180546
-91.4,87,60.348842
-93.7,64,60.467976
-94.5,56,60.577389
-95.4,47,60.672292
-92.4,77,60.819589
-95.5,46,60.91337
-90.5,96,61.095486
-91.9,82,61.299152
-95.7,44,61.403477
-93.7,64,61.544641
-93.0,71,61.694406
-94.5,56,61.82189
-96.3,38,61.897713
-92.7,74,62.065918
-95.6,45,62.163925
-95.9,42,62.243396
-91.4,87,62.413264
-94.9,52,62.517606
-95.9,42,62.600426
-96.6,35,62.657896
-93.8,63,62.778184
-92.3,78,62.928162
-94.2,59,63.034075
-90.5,96,63.251033
-90.7,94,63.441211
-90.5,96,63.693403
-90.5,96,63.900007
-93.9,62,64.020428
-92.7,74,64.176972
-92.2,79,64.327763
-92.4,77,64.52653
-92.1,80,64.685645
-90.5,96,64.88173
-90.5,96,65.077786
-93.1,70,65.215049
-94.7,54,65.32604
-92.3,78,65.486936
-94.6,55,65.602586
-92.4,77,65.752054
-93.5,66,65.901166
-93.4,67,66.109321
-90.5,96,66.312034
-90.5,96,66.507124
-93.2,69,66.651866
-94.8,53,66.755655
-91.3,88,66.943167
-94.4,57,67.05513
-94.9,52,67.161047
-90.5,96,67.351354
-90.5,96,67.547017
-92.0,81,67.721347
-90.5,96,67.920001
-90.2,99,68.121275
-90.5,96,68.448489
-95.7,44,68.54461
-92.9,72,68.696796
-93.4,67,68.839933
-94.6,55,68.958029
-90.5,96,69.156307
-90.5,96,69.350754
-90.5,96,69.562057
-94.8,53,69.675573
-91.1,90,69.86245
-93.5,66,70.000601
-90.5,96,70.198642
-94.8,53,70.347554
-90.5,96,70.55
-90.2,99,70.790152
-90.5,96,70.995561
-89.8,103,71.206015
-90.5,96,71.403386
-95.7,44,71.492606
-90.5,96,71.688845
-90.7,94,71.872806
-92.7,74,72.027752
-91.0,91,72.216094
-90.5,96,72.465111
-93.1,70,72.628126
-90.5,96,72.852819
-94.3,58,73.009631
-90.5,96,73.261092
-92.9,72,73.429782
-92.5,76,73.607183
-90.5,96,73.844457
-90.5,96,74.062671
-90.5,96,74.279737
-93.2,69,74.428869
-90.5,96,74.63712
-90.5,96,74.838862
-91.6,85,75.013855
-93.7,64,75.150233
-94.9,52,75.265218
-89.7,104,75.502425
-94.2,59,75.629012
-89.3,108,75.862853
-90.5,96,76.095709
-90.5,96,76.628566
-92.7,74,76.779683
-94.3,58,76.910263
-97.0,31,76.979516
-90.5,96,77.177915
-90.5,96,77.379607
-90.5,96,77.601948
-90.5,96,77.82075
-97.0,31,77.881439
-90.5,96,78.090731
-90.5,96,78.294466
-89.4,107,78.516773
-92.7,74,78.686898
-94.4,57,78.811041
-97.0,31,78.888172
-97.0,31,78.954489
-90.5,96,79.161112
-90.5,96,79.407954
-90.5,96,79.62197
-90.5,96,79.833289
-91.8,83,80.032597
-90.9,92,80.222195
-90.2,99,80.417988
-91.0,91,80.671201
-90.5,96,80.862893
-95.0,51,80.962392
-92.9,72,81.107039
-94.4,57,81.228662
-94.3,58,81.335504
-92.9,72,81.481108
-90.5,96,81.677753
-95.5,46,81.767492
-92.7,74,81.919609
-92.2,79,82.081756
-94.2,59,82.231103
-93.2,69,82.368639
-92.8,73,82.502523
-90.5,96,82.698558
-91.1,90,82.882354
-94.9,52,82.993704
-93.1,70,83.173358
-94.8,53,83.288719
-90.5,96,83.476882
-94.2,59,83.636994
-96.2,39,83.718149
-90.5,96,83.919096
-90.5,96,84.12472
-90.5,96,84.334624
-97.0,31,84.399347
-94.4,57,84.538749
-94.4,57,84.655941
-90.4,97,84.847722
-92.6,75,84.991722
-95.3,48,85.085705
-90.5,96,85.290796
-90.5,96,85.469888
-90.5,96,85.661095
-94.7,54,85.774841
-93.1,70,85.909977
-94.5,56,86.022236
-93.9,62,86.163116
-90.5,96,86.360602
-90.5,96,86.547601
-94.2,59,86.662535
-95.9,42,86.759883
-90.5,96,87.004614
-92.6,75,87.163936
-92.9,72,87.311039
-90.5,96,87.504671
-88.8,113,87.722396
-93.8,63,87.848926
-90.5,96,88.039674
-88.2,119,88.275058
-93.5,66,88.425742
-92.5,76,88.578747
-90.5,96,88.779554
-94.2,59,88.899925
-91.5,86,89.083698
-94.4,57,89.204198
-90.5,96,89.438311
-91.8,83,89.609494
-91.6,85,89.783
-94.3,58,89.901464
-93.5,66,90.035975
-95.3,48,90.138951
-89.9,102,90.34914
-93.1,70,90.48857
-92.1,80,90.655027
-94.6,55,90.774165
-93.7,64,90.940413
-95.3,48,91.042898
-90.3,98,91.250042
-95.9,42,91.356914
-94.4,57,91.482533
-90.5,96,91.679185
-92.0,81,91.846268
-90.5,96,92.038212
-90.5,96,92.228364
-93.5,66,92.350839
-90.3,98,92.563806
-93.4,67,92.694305
-92.8,73,92.851223
-90.5,96,93.0513
-94.6,55,93.16203
-92.2,79,93.314791
-94.8,53,93.418861
-90.5,96,93.64809
-90.5,96,93.842739
-93.7,64,93.956355
-89.3,108,94.152186
-94.2,59,94.303254
-90.5,96,94.490448
-93.9,62,94.63786
-90.5,96,94.842883
-90.8,93,95.087891
-90.4,97,95.290115
-93.8,63,95.448877
-94.4,57,95.564557
-95.3,48,95.664574
-92.7,74,95.818503
-90.5,96,96.039488
-94.8,53,96.143159
-94.1,60,96.259337
-92.9,72,96.405667
-94.8,53,96.507971
-90.5,96,96.695571
-90.5,96,96.880512
-93.6,65,97.005356
-90.5,96,97.199073
-93.8,63,97.32975
-90.5,96,97.525871
-93.5,66,97.852688
-93.1,70,97.988063
-93.2,69,98.122403
-93.2,69,98.304322
-90.5,96,98.53097
-94.6,55,98.636678
-90.5,96,98.827746
-93.8,63,98.958279
-91.2,89,99.134827
-97.0,31,99.202318
-92.0,81,99.361583
-89.0,111,99.588717
-92.7,74,99.744505
-91.3,88,99.927361
-90.5,96,100.156978
-93.6,65,100.299614
-95.0,51,100.417274
-95.4,47,100.527232
-90.5,96,100.739215
-91.7,84,100.951874
-91.0,91,101.146048
-94.9,52,101.246108
-91.8,83,101.408796
-94.8,53,101.508425
-90.5,96,101.695985
-90.5,96,101.882286
-94.8,53,101.98643
-91.8,83,102.157391
-93.8,63,102.28235
-94.3,58,102.403404
-93.0,71,102.54896
-94.1,60,102.666673
-92.0,81,102.846504
-94.0,61,102.979385
-94.5,56,103.091647
-94.8,53,103.198608
