#{"t_start": 1761572684.9968417, "env_id": "None"}
r,l,t
-97.0,31,64.376597
-97.0,31,64.411894
-93.1,70,64.483198
-92.8,73,64.56428
-91.5,86,64.655837
-91.4,87,64.744145
-97.0,31,64.775355
-97.0,31,64.812309
-93.8,63,64.897228
-93.7,64,64.969712
-94.0,61,65.046875
-90.5,96,65.142884
-94.0,61,65.206189
-97.0,31,65.236066
-94.2,59,65.332026
-93.0,71,65.402819
-93.6,65,65.464517
-93.9,62,65.520659
-97.0,31,65.551563
-93.2,69,65.613587
-91.2,89,65.70566
-93.6,65,65.767743
-93.7,64,65.823585
-94.1,60,65.881179
-93.1,70,65.945573
-93.8,63,66.003395
-93.1,70,66.072824
-97.0,31,66.0999
-92.3,78,66.181491
-93.3,68,66.248166
-97.0,31,66.276046
-90.5,96,66.366531
-90.5,96,66.458502
-94.2,59,66.510326
-97.0,31,66.539478
-90.5,96,66.627126
-90.3,98,66.719811
-94.2,59,66.774791
-94.3,58,66.840999
-97.0,31,66.871754
-97.0,31,66.897372
-97.0,31,66.929384
-97.0,31,66.956837
-93.1,70,67.019135
-97.0,31,67.049715
-97.0,31,67.087577
-93.0,71,67.159131
-97.0,31,67.186838
-90.9,92,67.290116
-90.5,96,67.39928
-97.0,31,67.432391
-97.0,31,67.465262
-97.0,31,67.499665
-97.0,31,67.534062
-97.0,31,67.570624
-93.6,65,67.649391
-94.0,61,67.715826
-97.0,31,67.742911
-97.0,31,67.774655
-93.9,62,67.834643
-94.2,59,67.889141
-97.0,31,67.919126
-93.5,66,67.986062
-93.9,62,68.04047
-97.0,31,68.069444
-90.5,96,68.161206
-92.9,72,68.229172
-95.4,47,68.273503
-94.2,59,68.328052
-91.2,89,68.416936
-94.2,59,68.472084
-90.5,96,68.557048
-95.3,48,68.606286
-93.9,62,68.665234
-97.0,31,68.695125
-97.0,31,68.721196
-97.0,31,68.751493
-97.0,31,68.785163
-97.0,31,68.822093
-97.0,31,68.870161
-94.2,59,68.919549
-92.3,78,68.982078
-93.9,62,69.036545
-93.8,63,69.114665
-97.0,31,69.153079
-90.8,93,69.285553
-97.0,31,69.319608
-97.0,31,69.345594
-90.5,96,69.445969
-90.5,96,69.556849
-97.0,31,69.600391
-93.9,62,69.667816
-93.9,62,69.722938
-97.0,31,69.754342
-90.5,96,69.841252
-97.0,31,69.870332
-91.2,89,69.955158
-91.1,90,70.035092
-90.5,96,70.125304
-93.1,70,70.193567
-97.0,31,70.222298
-93.6,65,70.284408
-93.3,68,70.349335
-97.0,31,70.379447
-97.0,31,70.406821
-90.5,96,70.496285
-93.7,64,70.561515
-97.0,31,70.591288
-93.3,68,70.655482
-95.4,47,70.704115
-90.5,96,70.789962
-97.0,31,70.820008
-93.1,70,70.884868
-90.5,96,70.972811
-97.0,31,71.002257
-97.0,31,71.035836
-93.0,71,71.101936
-93.7,64,71.164964
-93.6,65,71.228086
-93.9,62,71.28187
-93.9,62,71.341624
-93.3,68,71.405455
-93.6,65,71.462349
-97.0,31,71.490681
-93.0,71,71.553349
-97.0,31,71.581417
-90.5,96,71.715871
-92.5,76,71.821986
-97.0,31,71.877792
-93.6,65,71.961502
-97.0,31,71.997051
-94.0,61,72.064834
-93.4,67,72.173028
-90.5,96,72.277704
-97.0,31,72.311679
-92.0,81,72.402529
-97.0,31,72.435429
-97.0,31,72.471604
-97.0,31,72.501581
-93.6,65,72.56042
-97.0,31,72.587919
-93.4,67,72.651144
-93.6,65,72.71182
-97.0,31,72.742536
-93.0,71,72.821511
-93.3,68,72.904843
-97.0,31,72.935393
-93.9,62,73.014138
-93.1,70,73.103616
-97.0,31,73.172683
-90.5,96,73.281365
-97.0,31,73.315614
-90.5,96,73.419684
-97.0,31,73.453268
-93.3,68,73.616522
-93.7,64,73.687274
-90.5,96,73.816911
-93.0,71,73.913449
-95.9,42,73.956952
-93.0,71,74.033525
-93.1,70,74.122821
-93.2,69,74.209775
-93.1,70,74.289328
-97.0,31,74.330535
-93.2,69,74.403793
-93.1,70,74.474862
-93.4,67,74.544966
-97.0,31,74.578996
-91.4,87,74.665051
-93.3,68,74.728274
-94.2,59,74.781205
-97.0,31,74.830567
-93.8,63,74.904935
-93.0,71,74.970599
-90.5,96,75.067081
-93.3,68,75.132862
-92.5,76,75.195982
-97.0,31,75.221563
-93.6,65,75.278488
-97.0,31,75.304211
-90.5,96,75.386476
-91.1,90,75.468417
-93.7,64,75.524987
-93.1,70,75.582926
-93.3,68,75.647066
-93.1,70,75.71363
-97.0,31,75.743455
-97.0,31,75.768425
-97.0,31,75.797551
-90.5,96,75.896604
-97.0,31,75.927633
-93.0,71,75.996446
-93.0,71,76.056565
-93.2,69,76.126733
-92.3,78,76.194651
-93.0,71,76.270894
-96.2,39,76.311313
-90.5,96,76.409485
-92.4,77,76.489225
-90.5,96,76.57565
-92.8,73,76.639128
-93.1,70,76.704529
-90.5,96,76.798134
-97.0,31,76.823359
-97.0,31,76.854003
-92.6,75,76.938122
-97.0,31,76.966865
-96.3,38,76.999392
-92.5,76,77.062366
-97.0,31,77.09097
-97.0,31,77.119764
-97.0,31,77.148303
-92.8,73,77.216977
-97.0,31,77.246964
-93.0,71,77.313032
-90.5,96,77.398988
-92.3,78,77.471965
-92.6,75,77.541152
-97.0,31,77.569015
-97.0,31,77.597243
-90.5,96,77.682202
-97.0,31,77.709656
-92.3,78,77.778338
-92.7,74,77.847162
-97.0,31,77.872375
-97.0,31,77.90446
-97.0,31,77.934368
-90.5,96,78.01669
-92.7,74,78.082918
-97.0,31,78.119601
-92.9,72,78.217028
-97.0,31,78.251522
-90.5,96,78.357898
-96.1,40,78.408649
-90.5,96,78.524972
-97.0,31,78.562244
-90.5,96,78.671631
-90.5,96,78.766762
-93.0,71,78.834246
-92.5,76,78.912792
-90.5,96,79.008233
-93.6,65,79.073396
-92.0,81,79.153517
-97.0,31,79.185997
-90.5,96,79.277431
-97.0,31,79.312511
-90.5,96,79.439538
-92.2,79,79.513508
-92.8,73,79.579152
-97.0,31,79.609574
-92.6,75,79.681271
-92.6,75,79.747647
-97.0,31,79.774248
-92.7,74,79.845314
-95.0,51,79.895231
-91.7,84,79.972119
-92.6,75,80.037248
-97.0,31,80.064729
-97.0,31,80.094764
-92.5,76,80.184376
-90.5,96,80.274489
-97.0,31,80.303751
-90.5,96,80.405838
-94.6,55,80.465989
-90.5,96,80.568636
-90.5,96,80.656132
-97.0,31,80.684864
-97.0,31,80.713858
-90.5,96,80.805366
-92.0,81,80.892584
-97.0,31,80.931376
-90.5,96,81.036759
-97.0,31,81.068708
-97.0,31,81.094854
-90.5,96,81.194141
-97.0,31,81.222436
-97.0,31,81.25186
-92.0,81,81.33462
-91.9,82,81.410509
-97.0,31,81.435447
-92.1,80,81.502176
-92.1,80,81.570816
-96.8,33,81.601018
-92.2,79,81.667468
-92.3,78,81.736139
-97.0,31,81.762415
-92.6,75,81.824518
-92.0,81,81.899411
-92.3,78,81.971669
-92.2,79,82.045441
-96.7,34,82.072982
-92.1,80,82.147226
-90.5,96,82.237683
-92.2,79,82.311351
-97.0,31,82.337687
-90.3,98,82.429227
-97.0,31,82.454934
-90.5,96,82.538782
-90.5,96,82.625365
-90.5,96,82.718244
-90.5,96,82.807573
-90.5,96,82.898102
-88.2,119,83.009042
-92.0,81,83.09954
-97.0,31,83.148599
-97.0,31,83.185033
-90.5,96,83.307459
-91.3,88,83.401063
-97.0,31,83.430383
-97.0,31,83.46155
-90.5,96,83.705779
-92.0,81,83.786502
-94.4,57,83.863105
-90.5,96,83.978177
-93.7,64,84.051155
-91.8,83,84.183278
-91.9,82,84.268482
-97.0,31,84.29993
-97.0,31,84.329858
-90.5,96,84.423592
-91.6,85,84.50636
-91.8,83,84.576822
-89.9,102,84.671701
-97.0,31,84.699251
-90.5,96,84.786401
-92.1,80,84.856542
-97.0,31,84.885266
-94.1,60,84.943712
-92.0,81,85.039237
-93.5,66,85.107693
-90.5,96,85.20256
-89.2,109,85.30597
-97.0,31,85.337712
-90.5,96,85.434466
-96.2,39,85.478669
-97.0,31,85.513013
-90.5,96,85.605584
-97.0,31,85.642172
-92.1,80,85.719626
-92.0,81,85.805234
-96.1,40,85.852152
-90.5,96,85.940354
-90.5,96,86.03161
-90.5,96,86.120911
-92.0,81,86.204281
-90.5,96,86.323125
-90.1,100,86.442079
-92.4,77,86.514072
-92.7,74,86.581115
-92.8,73,86.644919
-97.0,31,86.673121
-93.5,66,86.731215
-94.5,56,86.781195
-92.7,74,86.851046
-90.5,96,86.941705
-90.5,96,87.082033
-90.1,100,87.205353
-93.0,71,87.282699
-90.5,96,87.378088
-94.0,61,87.435848
-90.5,96,87.517214
-97.0,31,87.540914
-93.3,68,87.600923
-97.0,31,87.629335
-97.0,31,87.658421
-90.2,99,87.75877
-97.0,31,87.788576
-90.5,96,87.88038
-93.4,67,87.939562
-97.0,31,87.968995
-90.4,97,88.055376
-90.5,96,88.145298
-97.0,31,88.174278
-93.0,71,88.244195
-92.3,78,88.312121
-90.5,96,88.404406
-95.6,45,88.446833
-91.6,85,88.528947
-90.5,96,88.614469
-96.4,37,88.645951
-96.6,35,88.68027
-90.5,96,88.769974
-90.2,99,88.861325
-89.8,103,88.958575
-93.1,70,89.037326
-90.5,96,89.16332
-93.0,71,89.266954
-90.7,94,89.41414
-90.5,96,89.531965
-90.5,96,89.635715
-90.5,96,89.74302
-90.5,96,89.841078
-92.2,79,89.919677
-90.5,96,90.028739
-90.5,96,90.131091
-89.8,103,90.222284
-90.5,96,90.327401
-90.5,96,90.419813
-90.5,96,90.511209
-90.5,96,90.595999
-90.5,96,90.685024
-89.5,106,90.780972
-95.5,46,90.819288
-93.5,66,90.881917
-90.5,96,90.971799
-90.5,96,91.059958
-92.7,74,91.123209
-90.2,99,91.218884
-96.4,37,91.252468
-90.5,96,91.363307
-90.5,96,91.454919
-94.9,52,91.50688
-90.5,96,91.60512
-97.0,31,91.633069
-90.5,96,91.733032
-90.3,98,91.826193
-90.5,96,91.913727
-90.5,96,92.005153
-90.5,96,92.090133
-90.5,96,92.190477
-90.5,96,92.301412
-90.5,96,92.421027
-92.6,75,92.487206
-90.5,96,92.572363
-90.5,96,92.661026
-90.5,96,92.750329
-91.8,83,92.831047
-94.1,60,92.884941
-91.8,83,92.956779
-92.0,81,93.025588
-92.5,76,93.094019
-91.7,84,93.170994
-96.0,41,93.210664
-89.7,104,93.312017
-90.2,99,93.403847
-90.5,96,93.485572
-97.0,31,93.514636
-90.5,96,93.597647
-89.7,104,93.849841
-90.5,96,93.987946
-90.5,96,94.093543
-90.5,96,94.190262
-90.5,96,94.28764
-91.8,83,94.372757
-92.8,73,94.449543
-90.5,96,94.576772
-90.5,96,94.730546
-91.8,83,94.835448
-90.5,96,94.931813
-89.0,111,95.041628
-90.5,96,95.142358
-90.5,96,95.235236
-90.5,96,95.329033
-90.5,96,95.414644
-90.5,96,95.497649
-90.5,96,95.580063
-90.5,96,95.670255
-90.5,96,95.7649
-90.5,96,95.851655
-90.5,96,95.934205
-90.5,96,96.01433
-88.0,121,96.119634
-90.2,99,96.205754
-89.9,102,96.312994
-96.1,40,96.36558
-90.5,96,96.459888
-90.5,96,96.547728
-90.5,96,96.629643
-92.4,77,96.697285
-90.5,96,96.782678
-95.3,48,96.827248
-90.5,96,96.934903
-90.5,96,97.031038
-90.5,96,97.122742
-90.4,97,97.21159
-90.5,96,97.305006
-92.0,81,97.386565
-90.5,96,97.479295
-92.3,78,97.551102
-90.5,96,97.633317
-91.1,90,97.717841
-92.6,75,97.789437
-93.6,65,97.85606
-94.2,59,97.913185
-90.5,96,97.996001
-93.9,62,98.052565
-94.3,58,98.103883
-90.5,96,98.18904
-90.5,96,98.309393
-90.5,96,98.404664
-90.5,96,98.496315
-93.7,64,98.582524
-90.5,96,98.676299
-90.5,96,98.764041
-90.5,96,98.848155
-90.5,96,98.974078
-90.5,96,99.060454
-93.5,66,99.130675
-90.5,96,99.250924
-90.5,96,99.351606
-90.5,96,99.451748
-93.2,69,99.512607
-91.5,86,99.59886
-92.8,73,99.659767
-90.5,96,99.739303
-90.5,96,99.82451
-90.5,96,99.914364
-90.8,93,100.009723
-90.5,96,100.101275
-90.5,96,100.203465
-90.5,96,100.337177
-90.5,96,100.430607
-90.5,96,100.521437
-93.0,71,100.589027
-89.7,104,100.687084
-90.0,101,100.7797
-90.5,96,100.870558
-90.5,96,100.96872
-90.5,96,101.089896
-90.5,96,101.18333
-90.5,96,101.268678
-89.4,107,101.368086
-90.5,96,101.478913
-90.1,100,101.595472
-90.5,96,101.686175
-90.5,96,101.778314
-90.5,96,101.869346
-92.4,77,101.933653
-90.5,96,102.062131
-90.5,96,102.151959
-90.5,96,102.241671
-90.5,96,102.334797
-88.5,116,102.443934
-90.5,96,102.532395
-90.5,96,102.627513
-89.3,108,102.727551
-90.5,96,102.822612
-90.5,96,102.912685
-90.5,96,103.006232
-90.5,96,103.1065
-90.5,96,103.214237
-90.5,96,103.30548
-90.5,96,103.398678
-91.2,89,103.484956
-93.0,71,103.548808
-90.5,96,103.664808
-90.5,96,103.775723
-90.5,96,103.992081
-90.5,96,104.083297
-90.5,96,104.17972
-90.5,96,104.265202
-90.5,96,104.351679
-90.5,96,104.448201
-90.5,96,104.53268
-90.5,96,104.616812
-90.5,96,104.703471
-90.5,96,104.791977
-90.1,100,104.879042
-90.5,96,104.961104
-90.0,101,105.046592
-90.5,96,105.128031
-90.9,92,105.207986
-90.5,96,105.302299
-90.5,96,105.430907
-90.5,96,105.54289
-90.5,96,105.645157
-90.5,96,105.739194
-90.5,96,105.831117
-90.5,96,105.927253
-90.4,97,106.048796
-91.5,86,106.137372
-90.7,94,106.232571
-90.5,96,106.327433
-90.5,96,106.41566
-90.5,96,106.502398
-90.5,96,106.583406
-90.5,96,106.670477
-90.5,96,106.753033
-90.5,96,106.841217
-91.3,88,106.918719
-93.0,71,106.978649
-90.5,96,107.066841
-90.5,96,107.152261
-90.5,96,107.248219
-93.4,67,107.306012
-90.5,96,107.395497
-90.5,96,107.480888
-90.5,96,107.567005
-90.5,96,107.653326
-91.8,83,107.730293
-94.2,59,107.795923
-94.4,57,107.866078
-90.9,92,107.950755
-90.5,96,108.072028
-77.8,124,108.183301
-93.1,70,108.246588
-93.3,68,108.319703
-91.5,86,108.418476
-90.5,96,108.508862
-90.5,96,108.595499
-90.5,96,108.680729
-92.2,79,108.755047
-90.5,96,108.84021
-90.5,96,108.929984
-93.9,62,108.98325
-93.6,65,109.038585
-90.5,96,109.127857
-90.5,96,109.213385
-89.7,104,109.308545
-90.5,96,109.402683
-90.9,92,109.492748
-90.5,96,109.573113
-90.5,96,109.655671
-91.1,90,109.732784
-90.5,96,109.817079
-90.5,96,109.900473
-90.5,96,109.990735
-90.5,96,110.087918
-94.3,58,110.138643
-90.5,96,110.224124
-90.5,96,110.304669
-91.3,88,110.383331
-92.7,74,110.453785
-92.5,76,110.530046
-90.5,96,110.633096
-91.2,89,110.722728
-90.5,96,110.83944
-91.1,90,110.958674
-91.3,88,111.077489
-90.5,96,111.188384
-92.7,74,111.257029
-90.5,96,111.351583
-92.5,76,111.42249
-90.5,96,111.552865
-90.5,96,111.64208
-92.7,74,111.717163
-93.1,70,111.783735
-90.5,96,111.873744
-90.5,96,111.971352
-90.5,96,112.11261
-92.1,80,112.190381
-93.3,68,112.257398
-92.0,81,112.33512
-90.5,96,112.432392
-90.5,96,112.532839
-90.5,96,112.625281
-91.3,88,112.706975
-90.5,96,112.798404
-90.5,96,112.901543
-90.5,96,113.014946
-90.5,96,113.101804
-91.3,88,113.183659
-90.9,92,113.26398
-90.8,93,113.351655
-90.7,94,113.439931
-92.3,78,113.513698
-90.5,96,113.597146
