#{"t_start": 1761576449.4221244, "env_id": "None"}
r,l,t
-470.0,31,75.958396
-470.0,31,75.981077
-470.0,31,76.002644
-470.0,31,76.022454
-470.0,31,76.039358
-470.0,31,76.067823
-470.0,31,76.085684
-470.0,31,76.101058
-470.0,31,76.116673
-470.0,31,76.132165
-470.0,31,76.148199
-470.0,31,76.165029
-470.0,31,76.180857
-470.0,31,76.199511
-470.0,31,76.215947
-470.0,31,76.231743
-470.0,31,76.247802
-470.0,31,76.264364
-470.0,31,76.281352
-470.0,31,76.299318
-470.0,31,76.320415
-470.0,31,76.339628
-470.0,31,76.361168
-470.0,31,76.39842
-470.0,31,76.420897
-470.0,31,76.440266
-470.0,31,76.457476
-470.0,31,76.753009
-470.0,31,76.772544
-470.0,31,76.791128
-470.0,31,76.808816
-470.0,31,76.827096
-470.0,31,76.843979
-470.0,31,76.860458
-470.0,31,76.876809
-470.0,31,76.89423
-470.0,31,76.911855
-470.0,31,76.930685
-470.0,31,76.949008
-470.0,31,76.968438
-470.0,31,76.994373
-470.0,31,77.012681
-470.0,31,77.03121
-470.0,31,77.052928
-470.0,31,77.071896
-470.0,31,77.093832
-470.0,31,77.112242
-470.0,31,77.132115
-470.0,31,77.15063
-470.0,31,77.167792
-470.0,31,77.188385
-470.0,31,77.207914
-470.0,31,77.228479
-470.0,31,77.248422
-470.0,31,77.268617
-470.0,31,77.295756
-470.0,31,77.324427
-470.0,31,77.345753
-470.0,31,77.363347
-470.0,31,77.381042
-470.0,31,77.732293
-470.0,31,77.752268
-470.0,31,77.769091
-470.0,31,77.787573
-470.0,31,77.80756
-470.0,31,77.826294
-470.0,31,77.844584
-470.0,31,77.863286
-470.0,31,77.880943
-470.0,31,77.902277
-470.0,31,77.923485
-470.0,31,77.947992
-470.0,31,77.965645
-470.0,31,77.987172
-470.0,31,78.0094
-470.0,31,78.035633
-470.0,31,78.054216
-470.0,31,78.07353
-470.0,31,78.093505
-470.0,31,78.113198
-470.0,31,78.130873
-470.0,31,78.148458
-470.0,31,78.167244
-470.0,31,78.189938
-470.0,31,78.209204
-470.0,31,78.22902
-470.0,31,78.246135
-470.0,31,78.263142
-470.0,31,78.281122
-470.0,31,78.300599
-470.0,31,78.318004
-470.0,31,78.337383
-470.0,31,78.358114
-470.0,31,78.67186
-470.0,31,78.693881
-470.0,31,78.713184
