#{"t_start": 1761574704.6995964, "env_id": "None"}
r,l,t
-92.6,75,0.091891
-92.2,79,0.129962
-92.0,81,0.171137
-92.3,78,0.206365
-92.5,76,0.249848
-91.9,82,0.292426
-92.3,78,0.33772
-90.5,96,0.395569
-92.2,79,0.432249
-92.8,73,0.464159
