#{"t_start": 1761573077.6086333, "env_id": "None"}
r,l,t
-90.5,96,163.484768
-90.5,96,163.618773
-90.5,96,163.726788
-90.5,96,163.835294
-90.5,96,163.956023
-90.3,98,164.072315
-90.5,96,164.1748
-90.5,96,164.277625
-90.5,96,164.385709
-90.5,96,164.512798
-90.5,96,164.634337
-90.5,96,164.750989
-90.5,96,164.858794
-90.5,96,164.971838
-90.5,96,165.081426
-90.5,96,165.188771
-90.5,96,165.300524
-90.5,96,165.419016
-90.5,96,165.533985
-90.5,96,165.638111
-90.5,96,166.110436
-90.5,96,167.192899
-90.5,96,167.292783
-90.5,96,167.391419
-90.5,96,167.496851
-90.5,96,167.590506
-90.5,96,167.679518
-90.5,96,167.775026
-90.5,96,167.870781
-90.5,96,167.964087
-90.5,96,168.062144
-90.5,96,168.169595
-90.5,96,168.277859
-90.5,96,168.382002
-90.5,96,168.494359
-90.0,101,168.645609
-90.5,96,168.778368
-90.5,96,168.906044
-90.5,96,169.080343
-90.5,96,169.266324
-90.5,96,169.39946
-90.5,96,169.531389
-90.5,96,169.660517
-90.5,96,170.782797
-90.5,96,170.885301
-90.5,96,170.984134
-90.5,96,171.08512
-90.5,96,171.189383
-90.5,96,171.296484
-90.5,96,171.415503
-90.5,96,171.541602
-90.5,96,171.666929
-90.1,100,171.773313
-90.5,96,171.884935
-90.5,96,171.98086
-90.5,96,172.08989
-90.5,96,172.198037
-90.5,96,172.30536
-90.5,96,172.413106
-90.5,96,172.519661
-90.5,96,172.621998
-90.5,96,172.72469
-90.5,96,172.833778
-90.5,96,172.934604
-90.5,96,174.039207
-90.5,96,174.146866
-90.5,96,174.257992
-90.5,96,174.378153
-90.5,96,174.525458
-90.5,96,174.641098
-90.5,96,174.74174
-90.5,96,174.88126
-90.5,96,174.980394
-90.5,96,175.082397
-90.5,96,175.185823
-90.5,96,175.279717
-90.5,96,175.375986
-90.5,96,175.474736
-90.5,96,175.625938
-90.5,96,175.7321
-90.4,97,175.82814
-97.0,31,175.864923
-90.5,96,175.968349
-90.5,96,176.06815
-90.5,96,176.174523
-90.5,96,176.286335
-90.5,96,177.396213
-90.5,96,177.507052
-90.5,96,177.624797
-90.5,96,177.74465
-90.5,96,177.876878
-90.5,96,177.98909
-90.5,96,178.096797
-90.5,96,178.209661
-90.5,96,178.311599
-90.5,96,178.415547
-90.5,96,178.526554
-90.5,96,178.642813
-90.5,96,178.766144
-90.5,96,178.865359
-90.5,96,178.964454
-90.5,96,179.062277
-90.5,96,179.159667
-90.5,96,179.25441
-90.9,92,179.345995
-90.5,96,179.443212
-90.5,96,179.535752
-90.5,96,180.838495
-90.5,96,180.974102
-90.5,96,181.089368
-90.5,96,181.196628
-90.5,96,181.302079
-90.5,96,181.407989
-90.5,96,181.51533
-90.5,96,181.654478
-90.5,96,181.77635
-90.5,96,181.901731
-90.5,96,182.013608
-90.5,96,182.147998
-90.5,96,182.263035
-89.9,102,182.373657
-90.5,96,182.47126
-90.5,96,182.573605
-90.5,96,182.677074
-90.5,96,182.780157
-90.5,96,183.263782
-90.5,96,183.363135
-90.5,96,183.458871
